epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
392,7352.88,0.72967,1.17576,0.47559,1.17879,0.90492,0.86973,0.9216,0.79772,0.89676,0.8653,0.90398,0.75815,0.63652,1.05903,0.32173,1.12324,0.00806455,0.00806455,0.00806455
393,7373.51,0.72956,1.17423,0.46866,1.1801,0.90833,0.87322,0.92245,0.80143,0.87902,0.86207,0.89878,0.7578,0.63289,1.05193,0.31907,1.12077,0.0080596,0.0080596,0.0080596
394,7391.59,0.72665,1.14632,0.4721,1.1784,0.91526,0.86904,0.92159,0.79982,0.88002,0.86207,0.89869,0.75805,0.63413,1.04648,0.31773,1.1208,0.00805465,0.00805465,0.00805465
395,7409.85,0.73052,1.19354,0.48218,1.18379,0.89774,0.87455,0.92563,0.80294,0.88094,0.86207,0.8995,0.75883,0.63656,1.04755,0.31745,1.12425,0.0080497,0.0080497,0.0080497
396,7428.08,0.72138,1.14729,0.47257,1.17415,0.91517,0.87739,0.92722,0.80352,0.88935,0.86207,0.90151,0.75972,0.63751,1.04478,0.31885,1.12572,0.00804475,0.00804475,0.00804475
397,7446.23,0.73293,1.16458,0.48076,1.18225,0.90144,0.87606,0.92591,0.80243,0.87568,0.86362,0.9,0.75688,0.63775,1.04591,0.32186,1.12443,0.0080398,0.0080398,0.0080398
398,7464.54,0.72222,1.14005,0.47331,1.17724,0.89497,0.87356,0.9215,0.79845,0.87096,0.86207,0.89521,0.75312,0.6371,1.04495,0.32127,1.12417,0.00803485,0.00803485,0.00803485
399,7482.77,0.72125,1.12312,0.46553,1.17581,0.89437,0.87594,0.92178,0.79748,0.86928,0.86207,0.89511,0.7567,0.63611,1.04119,0.32205,1.12401,0.0080299,0.0080299,0.0080299
400,7501.24,0.73744,1.22388,0.49267,1.18833,0.90744,0.86392,0.92591,0.80206,0.88004,0.85824,0.8989,0.76013,0.63689,1.03862,0.32066,1.12376,0.00802495,0.00802495,0.00802495
401,7519.47,0.72363,1.14962,0.47757,1.18032,0.91506,0.86681,0.92419,0.79926,0.88034,0.8659,0.89825,0.75856,0.63727,1.03587,0.3213,1.12386,0.00802,0.00802,0.00802
402,7537.6,0.72143,1.1607,0.47193,1.18623,0.90409,0.86677,0.92358,0.79773,0.88081,0.85824,0.89914,0.75936,0.64087,1.04161,0.3225,1.1283,0.00801505,0.00801505,0.00801505
403,7555.75,0.71868,1.15313,0.4748,1.18192,0.90395,0.86535,0.92297,0.79721,0.88287,0.86641,0.89752,0.76141,0.64475,1.04545,0.31981,1.13142,0.0080101,0.0080101,0.0080101
404,7573.94,0.70813,1.18476,0.47587,1.16443,0.90788,0.86849,0.9223,0.79649,0.86655,0.86973,0.897,0.75941,0.6467,1.04686,0.31608,1.13436,0.00800515,0.00800515,0.00800515
405,7592.25,0.7217,1.15585,0.4702,1.18085,0.91544,0.87109,0.92694,0.7996,0.87676,0.87224,0.90136,0.7645,0.64786,1.04964,0.31544,1.13643,0.0080002,0.0080002,0.0080002
406,7610.26,0.72007,1.11595,0.46749,1.17663,0.92336,0.87706,0.92861,0.80064,0.88967,0.86507,0.90327,0.76476,0.64715,1.04964,0.31555,1.13511,0.00799525,0.00799525,0.00799525
407,7628.32,0.71779,1.12651,0.4665,1.17494,0.93063,0.87377,0.92877,0.79945,0.90853,0.85824,0.90325,0.76432,0.6471,1.05312,0.31796,1.13657,0.0079903,0.0079903,0.0079903
408,7646.44,0.72305,1.13932,0.47164,1.17417,0.92655,0.86994,0.92907,0.80143,0.89402,0.85824,0.90277,0.76204,0.64838,1.06048,0.31813,1.14028,0.00798535,0.00798535,0.00798535
409,7664.72,0.73551,1.19423,0.48196,1.18498,0.92114,0.88123,0.93013,0.80185,0.88398,0.86207,0.90481,0.76538,0.64805,1.05961,0.31826,1.14101,0.0079804,0.0079804,0.0079804
410,7682.8,0.7147,1.14272,0.47221,1.17351,0.92657,0.87027,0.92944,0.79928,0.90327,0.86207,0.90569,0.7648,0.64916,1.05729,0.31886,1.14141,0.00797545,0.00797545,0.00797545
411,7701.08,0.72801,1.15694,0.476,1.17862,0.9342,0.87032,0.92982,0.80131,0.90307,0.8659,0.906,0.76493,0.64732,1.05236,0.31767,1.14002,0.0079705,0.0079705,0.0079705
412,7719.33,0.72554,1.14212,0.47686,1.18705,0.93516,0.87356,0.9298,0.79937,0.89709,0.86836,0.90513,0.76685,0.64664,1.04732,0.31873,1.1397,0.00796555,0.00796555,0.00796555
413,7737.58,0.73102,1.13733,0.48082,1.18951,0.93591,0.88123,0.93084,0.8027,0.89963,0.8659,0.90443,0.76655,0.64621,1.04777,0.31989,1.14068,0.0079606,0.0079606,0.0079606
414,7755.83,0.72315,1.1393,0.46665,1.16999,0.92666,0.88123,0.92565,0.79839,0.89036,0.86973,0.8987,0.76102,0.64672,1.04889,0.32037,1.14043,0.00795565,0.00795565,0.00795565
415,7773.91,0.70932,1.12077,0.46995,1.16494,0.91737,0.88123,0.92352,0.79568,0.87987,0.88506,0.90049,0.75987,0.64662,1.04835,0.31752,1.14156,0.0079507,0.0079507,0.0079507
416,7792.08,0.72071,1.15727,0.47612,1.17549,0.92235,0.87356,0.92212,0.79464,0.88931,0.85824,0.89382,0.75575,0.64579,1.05054,0.31845,1.14315,0.00794575,0.00794575,0.00794575
417,7810.12,0.71931,1.16903,0.47566,1.166,0.92207,0.87356,0.92467,0.79599,0.89675,0.86207,0.90058,0.75849,0.64269,1.04918,0.32097,1.13986,0.0079408,0.0079408,0.0079408
418,7828.19,0.71903,1.1715,0.47012,1.1749,0.90641,0.89055,0.92511,0.79762,0.88275,0.88506,0.90152,0.75843,0.64662,1.04988,0.3186,1.14591,0.00793585,0.00793585,0.00793585
419,7846.27,0.7206,1.14949,0.46562,1.17618,0.90203,0.88188,0.92532,0.79644,0.88094,0.86973,0.90131,0.75926,0.64645,1.04772,0.31936,1.1461,0.0079309,0.0079309,0.0079309
420,7864.51,0.72678,1.13956,0.46765,1.1815,0.90637,0.89019,0.9307,0.80156,0.88679,0.87356,0.90699,0.76304,0.64629,1.04718,0.31888,1.14745,0.00792595,0.00792595,0.00792595
421,7882.82,0.72676,1.15289,0.47041,1.18235,0.90992,0.89012,0.9309,0.79945,0.89079,0.87502,0.9071,0.76335,0.64568,1.04717,0.31723,1.14908,0.007921,0.007921,0.007921
422,7901.18,0.72168,1.15762,0.46604,1.17036,0.91002,0.89123,0.93034,0.80187,0.88518,0.87739,0.90689,0.76432,0.64582,1.0494,0.31675,1.14997,0.00791605,0.00791605,0.00791605
423,7919.26,0.70695,1.14373,0.46634,1.16672,0.91305,0.88518,0.93029,0.80148,0.89341,0.87356,0.9069,0.76257,0.64474,1.05162,0.31446,1.15019,0.0079111,0.0079111,0.0079111
424,7937.56,0.72651,1.14699,0.47147,1.17701,0.91543,0.88506,0.92973,0.80081,0.88717,0.87364,0.90296,0.76253,0.64257,1.05471,0.31358,1.15104,0.00790615,0.00790615,0.00790615
425,7955.85,0.71372,1.12952,0.46564,1.17079,0.91091,0.88889,0.92954,0.8011,0.88195,0.87356,0.9033,0.76272,0.6423,1.05676,0.31313,1.15187,0.0079012,0.0079012,0.0079012
426,7973.98,0.72709,1.13993,0.4809,1.17938,0.93149,0.87739,0.93027,0.80126,0.89294,0.86278,0.90319,0.7622,0.64365,1.06095,0.31329,1.15298,0.00789625,0.00789625,0.00789625
427,7992.12,0.72453,1.13392,0.46961,1.17921,0.91236,0.87752,0.93003,0.80193,0.88919,0.86084,0.90316,0.7631,0.64294,1.06301,0.31359,1.15332,0.0078913,0.0078913,0.0078913
428,8010.03,0.70868,1.1258,0.46816,1.16163,0.92353,0.8792,0.93059,0.80178,0.89994,0.86153,0.89976,0.76226,0.64676,1.06698,0.31673,1.15707,0.00788635,0.00788635,0.00788635
429,8028.38,0.72142,1.17929,0.48939,1.17476,0.91703,0.87739,0.93007,0.80098,0.89274,0.861,0.89931,0.76273,0.64681,1.07143,0.31525,1.15759,0.0078814,0.0078814,0.0078814
430,8046.57,0.72976,1.15521,0.47103,1.1792,0.92962,0.88123,0.93135,0.80189,0.90357,0.86161,0.90039,0.76404,0.64651,1.07481,0.31177,1.1578,0.00787645,0.00787645,0.00787645
431,8064.63,0.71398,1.12955,0.46164,1.15944,0.93863,0.87897,0.93253,0.80074,0.9127,0.85824,0.90114,0.76421,0.64679,1.08103,0.31067,1.15766,0.0078715,0.0078715,0.0078715
432,8082.83,0.7159,1.15843,0.46204,1.15702,0.93117,0.88111,0.93131,0.80111,0.90466,0.86207,0.89973,0.7623,0.64642,1.08386,0.31032,1.15668,0.00786655,0.00786655,0.00786655
433,8101.1,0.7195,1.13871,0.46841,1.16379,0.92343,0.87797,0.93047,0.80071,0.9002,0.864,0.89879,0.76225,0.64712,1.086,0.31227,1.15596,0.0078616,0.0078616,0.0078616
434,8119.31,0.70713,1.16126,0.4667,1.1645,0.91286,0.88297,0.92952,0.79886,0.88861,0.8659,0.89737,0.7611,0.64807,1.09168,0.31271,1.15584,0.00785665,0.00785665,0.00785665
435,8137.66,0.72338,1.14552,0.47656,1.17697,0.91484,0.87739,0.93091,0.80185,0.88147,0.85481,0.89823,0.76045,0.64712,1.09159,0.31236,1.15558,0.0078517,0.0078517,0.0078517
436,8155.79,0.70643,1.16057,0.46699,1.16253,0.90662,0.87739,0.93079,0.80129,0.88287,0.85441,0.89802,0.75981,0.64724,1.08974,0.31143,1.15301,0.00784675,0.00784675,0.00784675
437,8174.06,0.72758,1.14911,0.49255,1.17501,0.89913,0.87739,0.93084,0.80406,0.87456,0.8548,0.90314,0.76077,0.64759,1.09263,0.31047,1.15286,0.0078418,0.0078418,0.0078418
438,8192.23,0.72467,1.15588,0.4761,1.17221,0.90111,0.87739,0.93049,0.8018,0.87467,0.85441,0.89829,0.76032,0.64895,1.09378,0.31052,1.15405,0.00783685,0.00783685,0.00783685
439,8210.43,0.72626,1.15254,0.47538,1.17022,0.9131,0.87739,0.93068,0.80214,0.87835,0.85758,0.89792,0.75919,0.64626,1.09441,0.30834,1.15369,0.0078319,0.0078319,0.0078319
440,8228.8,0.7245,1.15594,0.47866,1.16195,0.91082,0.87739,0.93055,0.80136,0.88615,0.85441,0.89797,0.75879,0.64675,1.09681,0.30732,1.15363,0.00782695,0.00782695,0.00782695
441,8246.99,0.71477,1.14355,0.47599,1.16754,0.91742,0.87739,0.93135,0.80185,0.88186,0.85803,0.8991,0.76059,0.6467,1.10042,0.30738,1.15343,0.007822,0.007822,0.007822
442,8265.07,0.69833,1.1152,0.45959,1.15379,0.91993,0.88042,0.93274,0.80292,0.88965,0.86493,0.90081,0.76052,0.64631,1.10313,0.30675,1.15326,0.00781705,0.00781705,0.00781705
443,8283.2,0.70792,1.1206,0.45613,1.15725,0.92762,0.87739,0.93293,0.8042,0.89216,0.85585,0.90059,0.7599,0.64582,1.10563,0.30836,1.152,0.0078121,0.0078121,0.0078121
444,8301.3,0.72297,1.1286,0.45847,1.17427,0.93401,0.87739,0.93271,0.80434,0.88539,0.85834,0.90072,0.75959,0.64625,1.10489,0.30739,1.15274,0.00780715,0.00780715,0.00780715
445,8319.65,0.72052,1.14101,0.4748,1.17265,0.93559,0.88123,0.93399,0.80332,0.89584,0.85824,0.90602,0.76133,0.64593,1.10365,0.30698,1.15207,0.0078022,0.0078022,0.0078022
446,8337.91,0.71866,1.13032,0.46892,1.16458,0.92165,0.88123,0.93332,0.80323,0.89362,0.8659,0.90556,0.75938,0.6472,1.10538,0.30579,1.15248,0.00779725,0.00779725,0.00779725
447,8356.03,0.72288,1.13429,0.47115,1.17331,0.92821,0.88123,0.93404,0.80403,0.90421,0.86798,0.9055,0.7601,0.64608,1.10791,0.30727,1.15112,0.0077923,0.0077923,0.0077923
448,8374.3,0.71261,1.11622,0.4583,1.1739,0.91418,0.88123,0.92825,0.79945,0.88552,0.85945,0.89998,0.7555,0.64461,1.10757,0.30803,1.14904,0.00778735,0.00778735,0.00778735
449,8392.61,0.70687,1.10187,0.45538,1.15615,0.91592,0.88123,0.93108,0.80167,0.89203,0.85824,0.89937,0.75677,0.64605,1.10961,0.30693,1.14945,0.0077824,0.0077824,0.0077824
450,8410.9,0.71627,1.12787,0.468,1.16188,0.91418,0.88123,0.93217,0.80216,0.89033,0.85824,0.90088,0.75774,0.64858,1.11103,0.30706,1.1508,0.00777745,0.00777745,0.00777745
451,8429.02,0.71726,1.16819,0.47283,1.16333,0.91518,0.88123,0.93173,0.80246,0.88538,0.85828,0.90092,0.75705,0.6504,1.11125,0.30767,1.15116,0.0077725,0.0077725,0.0077725
452,8447.08,0.70917,1.12467,0.46995,1.16554,0.92094,0.88123,0.93246,0.80213,0.88413,0.86207,0.90164,0.75678,0.6502,1.11021,0.30773,1.15144,0.00776755,0.00776755,0.00776755
453,8465.02,0.73641,1.126,0.47975,1.182,0.91436,0.88123,0.93196,0.80161,0.87793,0.86973,0.9004,0.75701,0.65091,1.10977,0.30828,1.15076,0.0077626,0.0077626,0.0077626
454,8483.29,0.70712,1.10657,0.46393,1.16136,0.92912,0.88506,0.93288,0.80277,0.88912,0.85824,0.89784,0.75545,0.65181,1.11178,0.3099,1.15074,0.00775765,0.00775765,0.00775765
455,8501.49,0.72167,1.12118,0.46906,1.17313,0.92726,0.87739,0.93289,0.80448,0.89383,0.85824,0.89739,0.75681,0.65179,1.1112,0.31153,1.15051,0.0077527,0.0077527,0.0077527
456,8519.66,0.71225,1.14048,0.46534,1.16646,0.93071,0.88506,0.93389,0.8026,0.89963,0.85852,0.898,0.75634,0.6509,1.1149,0.31172,1.15146,0.00774775,0.00774775,0.00774775
457,8537.7,0.71698,1.14524,0.46291,1.16191,0.92255,0.88506,0.93237,0.80171,0.89355,0.85824,0.89701,0.7553,0.65106,1.11471,0.31086,1.15156,0.0077428,0.0077428,0.0077428
458,8555.95,0.71704,1.15436,0.46573,1.16502,0.9165,0.88889,0.93328,0.80216,0.88564,0.8659,0.89821,0.75551,0.64936,1.11593,0.31218,1.15077,0.00773785,0.00773785,0.00773785
459,8573.98,0.71912,1.13504,0.46517,1.17098,0.92129,0.88889,0.93459,0.80437,0.89087,0.86973,0.90326,0.75849,0.64675,1.11342,0.31345,1.14811,0.0077329,0.0077329,0.0077329
460,8592.16,0.70547,1.10832,0.45955,1.15901,0.93117,0.88117,0.93265,0.80269,0.9043,0.86207,0.90226,0.75755,0.64592,1.11206,0.31345,1.14624,0.00772795,0.00772795,0.00772795
461,8610.31,0.71407,1.13694,0.456,1.15825,0.91902,0.88506,0.92922,0.79942,0.89382,0.86207,0.89888,0.75553,0.64654,1.11458,0.31148,1.14573,0.007723,0.007723,0.007723
462,8628.35,0.71823,1.16852,0.46953,1.16151,0.92406,0.88586,0.92968,0.80054,0.90017,0.86369,0.89957,0.75615,0.64594,1.11235,0.31127,1.14478,0.00771805,0.00771805,0.00771805
463,8646.39,0.71581,1.13971,0.45801,1.16543,0.92733,0.88506,0.92951,0.80148,0.90219,0.86207,0.89942,0.75734,0.64424,1.10908,0.31258,1.14295,0.0077131,0.0077131,0.0077131
464,8664.34,0.69424,1.1086,0.45807,1.15123,0.93777,0.88506,0.92994,0.80212,0.90936,0.86207,0.89966,0.75717,0.6441,1.1094,0.31122,1.14361,0.00770815,0.00770815,0.00770815
465,8682.68,0.70362,1.1401,0.45597,1.16046,0.9305,0.88506,0.93032,0.80132,0.90534,0.86207,0.90067,0.75761,0.64428,1.11055,0.31073,1.14387,0.0077032,0.0077032,0.0077032
466,8700.86,0.70042,1.08803,0.45023,1.15379,0.92306,0.88506,0.92928,0.79997,0.8986,0.86207,0.89968,0.75818,0.64593,1.11151,0.30858,1.14539,0.00769825,0.00769825,0.00769825
467,8719.2,0.70902,1.15652,0.46689,1.16312,0.9353,0.88123,0.92949,0.80061,0.90708,0.8603,0.89979,0.75778,0.64572,1.1132,0.30761,1.1464,0.0076933,0.0076933,0.0076933
468,8737.38,0.70379,1.09761,0.4569,1.15954,0.92234,0.88506,0.93016,0.80347,0.89551,0.8659,0.90508,0.75803,0.64619,1.11375,0.30664,1.14839,0.00768835,0.00768835,0.00768835
469,8755.78,0.71397,1.11977,0.46528,1.16964,0.93446,0.87406,0.92946,0.80254,0.89594,0.86207,0.90412,0.75853,0.64604,1.11472,0.30688,1.14838,0.0076834,0.0076834,0.0076834
470,8773.78,0.71994,1.14893,0.47603,1.17155,0.92278,0.88506,0.92912,0.80214,0.89211,0.86207,0.9034,0.75737,0.64542,1.11304,0.30634,1.14729,0.00767845,0.00767845,0.00767845
471,8792.09,0.72091,1.14449,0.46859,1.17158,0.92006,0.88506,0.92955,0.80264,0.89543,0.86207,0.90356,0.75881,0.64516,1.11214,0.30519,1.14715,0.0076735,0.0076735,0.0076735
